전시회 개최년도,전시회 한글명,전시회 영문 약칭명,전시회 영문명 전체명 ,전시회 분류,전시회 개최주기,전시회 개최국가,전시회 개최도시,전시회 개최건물,전시 분야,전시 품목,전시회 시작일,전시회 종료일,총 참가국 수,총 참가업체,참가규모 부스 수,참가규모 업체 수,국내참가 기업수,한국참가 주관단체명,한국참가 주관단체 주소,전시회 모집기간 시작일,전시회 모집기간 종료 일
2020,2020 독일 프리드리히샤펀 국제 자전거전 수출컨소시엄,Eurobike 2020,International Bicycle Trade Exhibition 2020,기타,매년,독일,프리드리히샤펀,Messe Friedrichshafen,"자전거 및 모터사이클 관련 용품, 액세서리, 섬유 제품 등","자전거 및 모터사이클 관련 용품, 액세서리, 섬유 제품 등",2020-09-02,2020-09-05,48,1400,15,15,15,한국아웃도어스포츠산업협회,서울특별시 강남구 테헤란로92길 39 동해빌딩 3층,2020-11-16,2020-12-04
2020,2020 베트남 호치민 종합전 수출컨소시엄,V.I TRADE EXPO 2020,Vietnam International Trade Expo 2020,기타,매년,베트남,호치민,국제컨벤션센타,소비재 전반,패션. 미용. 선물 용품 등 소비재 용품,2020-12-03,2020-12-05,20,750,10,10,75,한국의류판매업협동조합연합회,서울특별시 종로구 종로66길 20 계명빌딩 207호,2020-10-05,2020-11-20
2020,2020 중국 상하이 춘계 인터텍스타일 국제 섬유전 수출컨소시엄,INTERTEXTILE SHANGHAI APPAREL FABRIC,INTERTEXTILE SHANGHAI APPAREL FABRIC Autumn edition,기타,연2회,중국,상하이,National (Shanghai) Center for Exhibition and Convention,의류용 원단 및 부자재,의류용 원단 및 부자재,2020-03-10,2020-03-12,24,3273,71,70,66,(사)한국패션소재협회,서울 강남구 도곡2동466∼467 우성리빙텔 301호,2020-11-11,2020-11-20
2020,2020 미국 라스베가스 프로젝트 국제 패션전 수출컨소시엄,Project Las Vegas,PROJECT-Contemporary Apparel and Accessories for Men and Women,기타,연2회,미국,라스베가스,Las Vegas Convention Center,패션,"남성복, 여성복, 패션잡화(가방,스카프,선글라스,신발,쥬얼리등)",2020-08-10,2020-08-12,27,1900,30,30,12,(사)한국패션소재협회,서울 강남구 도곡2동466∼467 우성리빙텔 301호,2020-07-28,2020-11-16
2020,2020 미국 라스베가스 건강 식음료 원료전 수출컨소시엄,Supply Side WEST,Supply Side WEST,기타,매년,미국,라스베가스,"Mandalay Bay, Las Vegas",건강기능식품 및 식품 원료,건강기능식품. 건강기능식품 원료. 원료 분석 기술 및 장비 등,2020-10-27,2020-10-30,70,9700,11,10,10,주식회사 글로벌에프엠,(05854) 서울특별시 송파구 법원로 128 (문정동) SK V1 GL메트로시티 A동 1205호,2020-02-03,2020-11-09
2020,2020 중국 하얼빈 아시아&태평양 미용미발전 수출컨소시엄,The 38th Beauty Fair,The 38th Asia & Pacific Area International Beauty Fair,기타,연2회,중국,하얼빈,하얼빈 국제컨벤션센터,미용,"화장, 미용용품",2020-05-11,2020-05-13,10,2100,40,40,40,사단법인 한국미용산업협회,서울시 금천구 디지털로9길 33 IT미래타워 1305호,2020-09-10,2020-10-25
2020,2020 독일 뮌헨 아웃도어 by ISPO 수출컨소시엄,Outdoor by ISPO 2020,Outdoor by ISPO 2020,기타,매년,독일,뮌헨,Messe Munchen,"아웃도어스포츠 섬유제품, 의류 및 액세서리, 부자재 등","아웃도어스포츠 섬유제품, 의류 및 액세서리, 부자재 등",2020-06-28,2020-09-30,35,1018,20,20,23,한국아웃도어스포츠산업협회,서울특별시 강남구 테헤란로92길 39 동해빌딩 3층,2020-01-02,2020-10-23
2020,"2020 독일 뮌헨 안전, 보안 박람회(홍보관)",SicherheitsExpo (SecurityExpo),Security trade fair for Corporate Security,기타,매년,독일,뮌헨,MOC Munich,-,기능성소재(아라미드계열). 보호복 및 장비. 용품,2020-10-21,2021-10-22,50,140,48,12,12,한국아웃도어스포츠산업협회,서울특별시 강남구 테헤란로92길 39 동해빌딩 3층,2020-08-03,2020-10-16
2020,2020 중국 선전 국제 터치스크린 및 디스플레이전 수출컨소시엄,C-Touch 2020,C-Touch & Display Shenzhen 2020,기타,매년,중국,선전,선전국제전시센터,디스플레이 장비. 부품. 소재. 터치필름 등,평판디스플레이 제조용 기계와 기기 및 부품. 반도체 검사장비 및 포토마스크 테스트 기기. 기타 기계류 및 반도체-FPD 제조용 후공정 장비 및 부분품,2020-11-19,2020-11-21,40,1000,10,10,35,한국디스플레이산업협회,서울시 강남구 테헤란로 310 두꺼비빌딩 4층,2020-06-01,2020-10-15
2020,2020 중국 선전 국제 금형 및 금속가공전 수출컨소시엄,DMP,"China DMP International Mould, Metalworking, Plastics & Packing Exhibition",기타,매년,중국,심천,Shenzhen World Exhibition & Convention Center,"금형, 공구, 가공기계","절삭공구, 금형, 가공기계",2020-11-24,2020-11-27,9,1800,17,12,20,한국공구공업협동조합,서울시 마포구 신수로 46 공구회관 301호,2020-10-07,2020-10-15
2020,2020 독일 뒤셀도르프 의료기기전 수출컨소시엄,MEDICA - World Forum for Medicine International Trade Fair with Congress,MEDICA,기타,매년,독일,뒤셀도르프,독일 뒤셀도르프 국제 박람회장,의료기기,의료기기,2020-11-16,2020-11-19,66,5273,106,103,236,한국의료기기공업협동조합,서울특별시 중구 퇴계로 450 신영빌딩 7층,2020-10-06,2020-10-09
2020,2020 베트남 호치민 국제 베이비&키즈페어 전시회(홍보관),2020 VIETBABY HCMC,Vietnam International Maternity · Baby & Kids Fair in Hochiminh,기타,매년,베트남,호치민,SECC,-,유아용품. 출산용품. 유아교육. 유아용 의류 등,2020-12-16,2020-12-18,6,80,90,15,35,(사)한국글로벌에너지환경경제연구소,"서울 송파구 백제고분로27길 6-16, 201호",2020-08-21,2020-10-01
2020,2020 미국 Omnia Health Live Americas 의료기기 온라인 전시회,Omnia Health Live Americas,Omnia Health Live Americas,기타,기타,미국,-,-,-,의료기기,2020-09-01,2021-12-31,0,0,0,30,30,한국의료기기공업협동조합,서울특별시 중구 퇴계로 450 신영빌딩 7층,2020-09-16,2020-09-30
2020,2020 독일 베를린 국제 주류 및 음료 온라인전시회,BAR CONVENT BERLIN 2020,BCB 2020,기타,매년,독일,베를린,Messe Berlin,-,"전 세계 유명 주류, 전통주, 증류주, 무알콜성 음료 등",2020-10-12,2021-10-18,47,401,15,15,15,(주)글로벌마이스전문가그룹,"서울특별시 강남구 논현로 106길 51, 3층(역삼동, 수연빌딩)",2020-08-24,2020-09-30
2020,2020 홍콩 시계 온라인전시회,HKWATCHFAIR,Hong Kong Watch & Clock Fair 2020,기타,매년,홍콩,홍콩,Hong Kong Convention and Exhibition Center,-,손목시계. 벽시계. 시계부품(케이스. 시계유리. 밴드. 무브먼트) 등,2020-11-02,2021-11-13,22,832,12,10,10,한국시계산업협동조합,"서울특별시 송파구 백제고분로 469, 6층(방이동)",2020-09-16,2020-09-25
2020,2020 싱가포르 국제 건축 및 건설기술 온라인전시회,BTA 2020 Virtual Exhibition,BuildTech Asia 2020 Virtual Exhibition,기타,매년,싱가포르,싱가포르,Singapore Expo,-,건축 기자재. 건축 솔루션. 건설기계 및 장비. 설비관리. 빌딩 IoT. 스마트빌딩 등,2020-10-14,2020-10-15,20,300,240,20,12,글로벌비즈익시비션이벤트(주),"서울특별시 영등포구 당산로41길 11, SK V1 E동 208호",2020-08-21,2020-09-25
2020,2020 중국 광저우 수출입상품교역회 추계3기 온라인전시회,The 128th Canton Fair Phase 3,The 128th Canton Import & Export Fair  Phase 3,기타,연2회,중국,광저우,파저우 콤플렉스,-,일반 가정용품,2020-10-31,2021-11-04,16,200,90,10,100,경기도경제과학진흥원,경기도 수원시 영통구 광교로 107,2020-09-15,2020-09-21
2020,2020 중국 화장품 추계 온라인전시회,2020 Internatioanl Cosmetics E-Expo (Autumn),2020 International Cosmetics E-Expo (Autumn),기타,연2회,중국,우한,온라인,-,"생활소비재, 뷰티종합",2020-09-20,2021-09-22,6,257,0,20,20,(사)국제뷰티산업교역협회,"서울시 금천구 가산디지털1로 171, SK-V1, 411호",2020-06-01,2020-09-20
2020,2020 싱가포르 프랜차이즈 & 라이센싱 온라인전시회,FLAsia,FRANCHISING & LICENSING ASIA: THE VIRTUAL EDITION,기타,매년,싱가포르,싱가포르,온라인 진행,-,식품. 제과. 음료/아이스크림. 컨설팅. 브랜딩. 뷰티/스파. 아트. 패션. 디자인. 컴퓨터. 편의점. 엔터테인먼트/게임. 패션/쥬얼리. 선물/문구류. 스포츠. 캐릭터. 기술 등,2020-11-18,2021-11-20,37,100,99,10,10,주식회사 글로벌에프엠,(05854) 서울특별시 송파구 법원로 128 (문정동) SK V1 GL메트로시티 A동 1205호,2020-08-24,2020-09-17
2020,2020 중국 상하이 국제 환경보호전 수출컨소시엄,IE Expo China,China International Environmental Protection Exhibition,기타,매년,중국,상하이,Shanghai New International Expo Centre(SNIEC),환경산업 전반,"수처리 기기, 폐기물처리기, 대기오염방지시설, 환경측정분석기기, 친환경상품 등",2020-04-21,2020-04-23,28,2047,12,11,20,환경보전협회,서울시 성동구 광나루로 320-2 YD빌딩,2020-01-02,2020-09-15
2020,2020 일본 도쿄 국제 문구 및 사무용품전 수출컨소시엄,ISOT,International Stationery and Office Products Fair Tokyo,기타,매년,일본,도쿄,Big Sight,"필기구, 문구, 사무용품, 생활용품","사무용품류, 사무기기류, 지제문구류, 팬시문구류, 판촉용품류",2020-07-08,2020-07-10,31,1596,14,13,16,한국문구공업협동조합,서울특별시 중구 동호로 292,2020-03-01,2020-09-11
2020,2020 싱가포르 방송기술전 수출컨소시엄,BCA,BroadcastAsia,기타,매년,싱가포르,싱가포르,마리나베인샌즈,방송장비 전분야,"전송기기,위성,케이블,공중파시스템,콘텐츠,HDTV,DMBS/W,DMB,IPTV등",2020-06-16,2020-06-18,99,10,10,10,30,한국디지털컨버전스협회,서울 영등포구 당산로 49길 4 태인빌딩 7층,2020-01-01,2020-09-10
2020,2020 이탈리아 베로나 석재전 수출컨소시엄,marmomacc,"International Exhibition of Marble,Stone & Technology",기타,매년,이탈리아,베로나,VERONAFIERE,"석재류, 석재용 및 연마용 다이아몬드공구류, 관련기기","대리석, 화강암, 석재용 및 연마용 다이아몬드공구, 관련기기",2020-09-30,2020-10-03,55,610,18,13,16,한국공구공업협동조합,서울시 마포구 신수로 46 공구회관 301호,2020-09-08,2020-09-09
2020,2020 일본 오사카 금형전 수출컨소시엄,INTERMOLD,JAPAN INTERNATIONAL DIE & MOLD MANUFACTURING TECHNOLOGY EXHIBITION,기타,매년,일본,오사카,INTEX,금형 및 관련기기,"금형 및 부품, 금형가공공작기계, 금형 CAD/CAM. 시험검사 및 측정기기, 금형용 소재, 각종 성형제품 등",2020-04-15,2020-04-18,10,463,15,15,22,한국금형공업협동조합,서울 금천구 독산동 287-2번지 금형회관 6층,2019-11-01,2020-09-06
2020,2020 일본 도쿄 선물용품 잡화전 수출컨소시엄,GIFTEX,GIFTEX TOKYO - Variety-Gifts Expo Tokyo,기타,매년,일본,도쿄,Big Sight,"선물용품, 생활용품, 일반 소비재 용품 등","잡화, 선물용품, 생활용품, 전통공예품, 수공예품, 미용용품, 화장품, 주방용품,   홈데코, 유아용품, 디자인 상품, 판촉용품 등",2020-09-02,2020-09-04,31,1596,16,15,31,주식회사 글로벌에프엠,서울시 송파구 법원로 128 SK v1 GL메트로시티 A동 1205호,2020-01-02,2020-08-24
2020,2020 중국 상하이 국제 하드웨어쇼 수출컨소시엄,CIHS,China International Hardware Show,기타,매년,중국,상해,National Exhibitions and Convention Center,하드웨어,수동공구. 전동공구. 건축자재. 보안장치 등,2020-08-07,2020-08-09,19,2530,11,10,0,주식회사 글로벌에프엠,(05854) 서울특별시 송파구 법원로 128 (문정동) SK V1 GL메트로시티 A동 1205호,2020-01-29,2020-08-17
2020,2020 일본 도쿄 의료기기전 수출컨소시엄,Medical Japan Tokyo,3rd International Medical & Elderly Care Expo Tokyo,기타,매년,일본,도쿄,Makuhari Messe,의료기기,의료기기 전 품목,2020-10-14,2020-10-16,22,649,12,11,24,(사)한국의료기기산업협회,"서울특별시 강남구 테헤란로 103길6(삼성동, 한진빌딩 3층)",2020-06-01,2020-08-14
2020,2020 프랑스 파리 화장품 산업전 수출컨소시엄,Cosmetic 360,Cosmetic 360,기타,매년,프랑스,파리,Paris Expo Carrousel du Louvre,화장품,화장품 OEM/ODM. 기능성 화장품 원료 및 기술. 천연원료 및 기술. 포뮬레이션. 테스트분석기기. 화장품 용기 및 부재료,2020-10-14,2020-10-15,70,220,11,10,9,주식회사 글로벌에프엠,(05854) 서울특별시 송파구 법원로 128 (문정동) SK V1 GL메트로시티 A동 1205호,2020-02-27,2020-08-14
2020,2020 베트남 사이공 자동차 및 악세서리전 수출컨소시엄,SGA 2020,SAIGON Autotech & Accessories 2020,기타,매년,베트남,호치민,SECC,자동차 및 주변부품,자동차 및 주변부품,2020-12-09,2020-12-12,20,400,100,25,25,한국웰니스산업협회,"서울시 마포구 성산동 649-4, 3층",2020-01-01,2020-07-31
2020,2020 태국 방콕 정보통신전 수출컨소시엄,CEBIT ASEAN THILAND 2020,CEBIT ASEAN,기타,매년,태국,방콕,태국 방콕 IMPACT Exhibition Center,정보통신,"스마트홈, IOT, AR VR, 웨어러블, 스마트기기",2020-11-27,2020-11-29,12,250,15,15,15,성남산업진흥원,"경기도 성남시 분당구 성남대로331번길 8, 7층(킨스타워)",2020-06-10,2020-07-15
2020,2020 미국 뉴욕 추계 텍스월드 수출컨소시엄,TW USA A/W 21/22,TEXWORLD USA A/W 21/22,기타,연2회,미국,뉴욕,Javits Center,"의류용 섬유(HS Code : 5407, 5408, 5513, 6001, 5810류 등)","원사, 천연섬유, 친환경섬유, 기능성섬유, 악세사리 등",2020-07-21,2020-07-23,15,300,30,30,30,한국섬유수출입협회,서울시 송파구 송파대로201 테라타워2차 B동 710호,2020-01-01,2020-07-03
2020,2020 태국 방콕 금형전 수출컨소시엄,InterMold Thailand 2020,Internaional Trade Exhibition For Mold Die Manufacturing & Technology,기타,매년,태국,방콕,BITEC,금형,"금형, 금형 부품, 가공공작기기 등 금형관련 전품목",2020-06-24,2020-06-27,46,2400,11,11,25,한국금형공업협동조합,서울 금천구 독산동 287-2번지 금형회관 6층,2020-02-01,2020-03-01
2020,2020 베트남 호치민 사이공 뷰티쇼 수출컨소시엄,SBS 2020,Saigon Beauty Show 2020,기타,매년,베트남,호치민,SECC,화장품 및 미용관련제품,화장품. 헤어. 네일. 에스테틱. 바디케어. 원료. 패킹. 미용도구. 이너뷰티 푸드. 향수. 피트니스. 스마트뷰티기계. 의료서비스(성형. 피부 등) 등,2020-02-27,2020-02-28,5,150,50,50,100,(주)트레이드파트너스,서울특별시 송파구 법원로9길 26 H비즈니스파크 C동 9층,2020-01-01,2020-02-20
2020,2020 중국 광저우 가구전 수출컨소시엄,China International furniture Fair 2020,CIFF 2020,기타,연2회,중국,광저우,China Import&Export Fair Pazhou Complex,가구 및 인테리어,"오피스퍼니처, 가구관련 원부자재 등",2020-03-28,2020-03-31,200,4122,11,10,10,대한가구산업협동조합연합회,경기도 부천시 부일로 223 투나 2층 1호,2020-01-01,2020-02-01
2020,2020 일본 도쿄 기계요소 기술엑스포전 수출컨소시엄,M-tech 2020,Mechanical Components & Materials Technology Expo 2020,기타,매년,일본,도쿄,마쿠하리 메쎄,"기계가공/부품, 정밀주조/다이캐스팅, 초정밀 절삭가공/부품 등","금속/수지 가공, 기계 부품, 베어링,  기어, 모터, 콤프레셔/유체 동력, 파스너, 산업용 스프링, 튜브, 파이프, 공구, 공작 기계, 디버링 및 표면처리",2020-02-26,2020-02-28,14,1530,14,12,12,한국생산기술연구원(국가뿌리산업진흥센터),서울 강남구 테헤란로322 한신인터밸리24 서관 19층,2020-01-01,2020-01-30
2020,2020 UAE 두바이 국제 전기전력 및 에너지전 수출컨소시엄,MEE 2020,Middle East Electricity 2020,기타,매년,아랍에미리트,두바이,Dubai World Trade Centre,"송배전 관련 제품, 정보통신, 스마트에너지 접목 품목","송배전, 전기전력, 신재생에너지, 전선, 펌프, 밸브, 가스 등",2020-03-03,2020-03-05,187,4576,12,11,502,한국전기공업협동조합,경기도 성남시 분당구 야탑로 338 (야탑동 191),2019-12-01,2020-01-10
2020,2020 일본 도쿄 조선 해양전 수출컨소시엄,Sea Japan,Sea Japan International Maritime Exhibition and Conference,일반전시회,격년,일본,도쿄,Tokyo Big Sight,조선해양산업,조선기자재 품목. 해양플랜트 기자재. 친환경 선박기자재 등,2020-03-11,2020-03-13,28,580,12,11,11,한국조선해양기자재공업협동조합,서울시 영등포구 국회대로 76길 8층,2019-12-24,2020-01-08
2020,2020 러시아 모스크바 춘계 인터참 화장품 미용전 수출컨소시엄,ICP 2020-2022,interCHARM professional 2020-2022,기타,매년,러시아,모스크바,CROCUS EXPO,화장품,"전문 스킨케어, 의료 화장품, 병원&뷰티살롱 미용기기, 하드웨어 화장품, 주사 시술 에스테틱, 레이저 시술, 안티에이징, 헤어, 네일",2020-04-23,2020-04-25,20,522,51,50,49,(사)국제뷰티산업교역협회,서울시 금천구 가산동 543-1 대성디폴리스 지식산업센터 B동 1302-2호,2019-11-01,2020-12-31
2019,일본 국제 문구&사무용품전시회,ISOT,International Stationery and Office Products Fair Tokyo,기타,매년,일본,동경,Big Sigh,"문구, 사무용품","사무용품류, 사무기기류, 지제문구류, 팬시문구류, 판촉용품류 등",2019-06-26,2019-06-28,31,1596,14,13,878,한국문구공업협동조합,서울특별시 중구 동호로 292,2019-03-01,2019-04-30
2019,2019 중국 상하이 춘계 인터텍스타일 국제섬유전,INTERTEXTILE SHANGHAI APPAREL FABRIC,INTERTEXTILE SHANGHAI APPAREL FABRIC Autumn edition,기타,연2회,중국,상하이,National (Shanghai) Center for Exhibition and Convention,의류용 원단 및 부자재,의류용 원단 및 부자재,2019-03-12,2019-03-14,22,3386,71,70,85,(사)한국패션소재협회,서울 강남구 도곡2동466∼467 우성리빙텔 301호,2019-01-01,2019-02-22
2019,2019 중동 교통 전시회,GULF TRAFFIC 2019,GULF TRAFFIC,기타,매년,아랍에미리트,두바이,Dubai International Convention & Exhibition Centre,도로 교통,"교통관리, 교통기술, 도로인프라, 스마트 주차 등",2019-12-09,2019-12-12,30,120,13,10,10,한국도로협회,경기도 성남시 수정구 위례서일로 26 8층,2019-11-04,2019-11-18
2019,"UAE 두바이 물, 에너지, 환경기술 박람회",WETEX,"Water, Energy, Environment Technology Exhibition",기타,매년,아랍에미리트,두바이,두바이국제전시장(DICEC),"수처리, 환경기술, 신재생 및 태양열에너지 관련 기술, 제품 전반","엑츄에이터, 계량계, 밸브, 정밀기기류 및 기계산업전반",2019-10-21,2019-10-23,53,2100,24,14,36,한국기계산업진흥회,150-729 서울시 영등포구 은행로 37(여의도동) 기계회관 본관 9층,2019-01-01,2020-06-30
2019,인도네시아 자카르타 산업기계전,MIS,Manufacturing Indonesia Series,기타,매년,인도네시아,자카르타,자카르타 국제전시장(JI EXPO),"산업기계류 및 부품, 물류, 공장자동화 등 산업설비 전반",기타기계류(기계부품 및 요소 등),2019-12-04,2019-12-07,23,2073,15,15,64,한국기계산업진흥회,150-729 서울시 영등포구 은행로 37(여의도동) 기계회관 본관 9층,2019-01-01,2019-06-18
2020,일본 동경 오토모티브월드,Automotive World,Automotive World Tokyo,기타,매년,일본,동경,빅사이트전시장,산업기계류 및 자동차 부품 및 기술 등,"밸브, 모터, 기계요소 및 부품 등",2020-01-15,2020-01-17,0,960,13,10,0,한국기계산업진흥회,150-729 서울시 영등포구 은행로 37(여의도동) 기계회관 본관 9층,2019-02-01,2019-12-31
2019,2019 베트남 호치민 포장전시회,Vietnam PrintPack 2019,The 19th Vietnam International Printing & Packaging Industry Exhibition,기타,매년,베트남,호치민,SECC,일반기계,"포장재료, 포장기계, 포장용기",2019-10-16,2019-10-19,11,360,11,10,10,한국포장수출입협회,서울강남구삼성동107  미켈란 107-804,2019-01-02,2019-08-15
2019,2019 중국 선전 인터텍스타일 국제섬유전,INTERTEXTILE PAVILION SHENZHEN,INTERTEXTILE PAVILION SHENZHEN,기타,매년,중국,선전,Shenzhen Convention & Exhibition Center,의류용 원단 및 부자재,의류용 원단 및 부자재,2019-07-03,2019-07-05,17,971,31,30,29,(사)한국패션소재협회,서울 강남구 도곡2동466∼467 우성리빙텔 301호,2019-04-01,2019-06-07
2019,2019 암스테르담 국제 방송 박람회,IBC,International Broadcasting Convention,기타,매년,네델란드,암스테르담,라이컨벤션,방송장비 전품목,전송기기.위성.케이블.공중파시스템.콘텐츠.HDTV.DMBS/W.DMB.IPTV등,2019-09-13,2019-09-17,173,100,9,10,38,한국디지털컨버전스협회,서울 영등포구 당산로 49길 4 태인빌딩 7층,2019-01-02,2019-08-07
2019,(전시회) 2019 중국 북경 소비재 제29회MICF경정·북경 국제산모유아제품전시회 수출컨소시엄,MICF 2019 Beijing China,The 29th Beijing International Pregnancy Babies & Children’s Expo,기타,매년,중국,북경,북경국제전람센터(신관),산모영유아아동용 모든 계열의 제품(친환경제품포함),산모·출산·유아·어린이용품 소비재,2019-04-27,2019-04-29,25,1527,63,44,15,(사)한국글로벌에너지환경경제연구소,"서울 송파구 백제고분로27길 6-16, 201호",2019-01-01,2019-04-09
2019,2019 싱가포르 방송기술박람회,BCA,BroadcastAsia,기타,매년,싱가포르,싱가포르,썬텍싱가포르,방송장비 전품목,전송기기.위성.케이블.공중파시스템.콘텐츠.HDTV.DMBS/W.DMB.IPTV등,2019-06-18,2019-06-20,39,634,11,10,101,한국디지털컨버전스협회,서울 영등포구 당산로 49길 4 태인빌딩 7층,2019-01-02,2019-05-31
2019,2019 독일 베를린 프리미엄&시크 국제 패션 박람회 (추계),PREMIUM BERLIN & SEEK- International Fashion Trade Show,PREMIUM & SEEK,기타,연2회,독일,베를린,Station Berlin,패션,"남성복, 여성복, 패션잡화(가방,스카프,선글라스,신발,쥬얼리등)",2019-07-02,2019-07-04,45,1800,20,20,2,(사)한국패션소재협회,서울 강남구 도곡2동466∼467 우성리빙텔 301호,2019-04-04,2019-05-31
2019,2020 독일 베를린 프리미엄&시크 국제 패션 박람회 (춘계),PREMIUM BERLIN & SEEK- International Fashion Trade Show,PREMIUM & SEEK,기타,연2회,독일,베를린,Station Berlin,패션,"남성복, 여성복, 패션잡화(가방,스카프,선글라스,신발,쥬얼리등)",2020-01-14,2020-01-16,45,1800,20,20,2,(사)한국패션소재협회,서울 강남구 도곡2동466∼467 우성리빙텔 301호,2019-08-19,2019-09-04
2019,미국 휴스턴 해양 박람회 2019,OTC 2019,Offshore Technology Conference 2019,기타,매년,미국,휴스턴,NRG Park,조선 및 해양 기자재,조선 및 해양 기자재,2019-05-06,2019-05-09,45,2431,11,10,40,한국조선해양기자재공업협동조합,서울시 영등포구 국회대로 76길 33 8층,2019-03-05,2019-03-06
2019,2019 베트남 사이공 섬유.봉제기계 전시회,Saigon Tex 2019,31th VIETNAM SAIGON TEXTILE & GARMENT INDUSTRY EXPO 2019,기타,매년,베트남,호치민,SECC,"봉제기계류,섬유기계류","산업용재봉기,자동자수기,디자인캐드캠,제직기,염색가공기계,편직기",2019-04-10,2019-04-13,27,880,40,40,26,한국봉제기계공업협회,"서울 중구 창경궁로 60, 501호",2019-02-11,2019-03-09
2019,홍콩아시아태평양피혁전시회,APLF,Asia Pacific Leather Fair,기타,매년,중국,홍콩,Convention & Exhibition Centre,"피혁 및 원자재, 피혁관련제품, 관련 기계 등","피혁원단 및 원자재, 약품, 기계 등",2019-03-13,2019-03-15,42,839,31,23,47,한국피혁공업협동조합,서울 중구 다산로 240 동원빌딩 402호,2019-01-02,2019-02-15
2019,2019 동경 국제보안박람회,Security Show 2019,Security Show 2019,기타,매년,일본,도쿄,Tokyo Big Sight,정보보호 물리보안,"CCTV, 접근관리제어, 범죄 및 주거침입 방지, 재난예방 등 물리보안 관련 전품목",2019-03-05,2019-03-08,6,194,12,11,15,한국정보보호산업협회,"서울 송파구 중대로 135, 서관9층",2019-01-01,2019-01-31
2019,2019 독일 베를린 가전박람회,IFA 2019,Internationale Funkausstellung,기타,매년,독일,베를린,Berlin ExpoCenter City,전자IT,"Consumer Electronics, Home Appliances",2019-09-08,2019-09-11,50,1814,11,10,50,한국전자정보통신산업진흥회,서울시 마포구 월드컵북로 54길 11 전자회관 11층,2019-04-01,2019-06-13
2019,2019 인도네시아 유아산업 전시회,CBME INDONESIA 2019,CHILDREN-BABY-MATERNITY EXPO INDONESIA 2019,기타,매년,인도네시아,자카르타,JIEXPO Kemayoran,유아산업,"출산용품, 베이비케어 용품류, 유모차, 카시트류, 영유아 가구류, 유아동 식품 및 헬스케어 용품류, 유아동 패션 의류 등",2019-03-27,2019-03-29,15,85,17,16,0,한국의류판매업협동조합연합회,"서울시 종로구 종로 66길 20, 207호",2019-01-02,2019-03-05
2019,2019 인도 유아산업 전시회,CBME INDIA 2019,CHILDREN-BABY-MATERNITY EXPO INDIA 2019,기타,매년,인도,뭄바이,Bombay Convention and Exhibition Center,유아산업,"출산용품, 베이비케어 용품류, 유모차, 카시트류, 영유아 가구류, 유아동 식품 및 헬스케어 용품류, 유아동 패션 의류 등",2019-04-10,2019-04-12,9,109,17,16,3,한국의류판매업협동조합연합회,"서울시 종로구 종로 66길 20, 207호",2019-01-02,2019-03-05
2019,2019 영국런던보안기기전,IFSEC,International Fire & Security Exhibition & Conference,유망전시회,매년,영국,런던,ExCel,디지털 보안장비 및 솔루션 전반,"Access Control, Integrated Security Solutions, Intelligent Buildings, Intruder",2019-06-18,2019-06-20,46,530,25,20,40,한국전자정보통신산업진흥회,서울시 마포구 월드컵북로 54길 11 전자회관 11층,2019-02-13,2019-04-05
2019,2019 베트남 호치민 코스모뷰티 미용 박람회 수출컨소시엄,Cosmobeaute Vietnam 2019,"The 12th Vietnam Int'l Exhibition & Conference on Cosmetics, Beauty, Hair & Spa",기타,매년,베트남,호치민,SECC,"화장품, 미용용품 등",화장품 외,2019-04-18,2019-04-20,13,216,34,33,47,사)한국뷰티산업무역협회,"서울 서초구 바우뫼로 33길 7-14 (양재동, 우영빌딩 3층)",2019-01-18,2019-04-15
2019,2019 중국 국제의료기기 추계전시회,CMEF Autumn 2019,The 82th China International Medical Equipment Fair,기타,연2회,중국,미정,미정,의료기기,의료기기,2019-10-29,2019-11-01,29,3000,26,24,2958,한국의료기기공업협동조합,서울시 중구 퇴계로 450 신영빌딩 7층 한국의료기기공업협동조합,2019-09-01,2019-09-30
2020,2020 홍콩 완구 및 게임용품 박람회,HK TOY FAIR,2020 Hong Kong Toys & Games Fair,기타,매년,중국,홍콩,홍콩 컨벤션 센터,소비재,완구 및 게임용품,2020-01-06,2020-01-09,45,2100,27,18,50,한국완구공업협동조합,서울시 구로구 디지털로 26길 110 동일테크노타운 2차 4층,2019-07-01,2019-11-21
2019,2019 인도네시아 자카르타 국제 의료기기전시회,Hospital Expo 2019,31th Indonesia Int’l Hospital Medical Pharmaceutical Clinical Laboratories Equipment & Medicine Exhibition,기타,매년,인도네시아,자카르타,JAKARTA CONVENTION CENTER,의료기기,의료기기,2019-10-17,2019-10-20,15,498,10,9,18,한국의료기기공업협동조합,서울시 중구 퇴계로 450 신영빌딩 7층 한국의료기기공업협동조합,2019-08-08,2019-08-30
2019,2019 일본 동경 금형전시회,INTERMOLD TOKYO 2019,JAPAN INTERNATIONAL DIE & MOLD MANUFACTURING TECHNOLOGY EXHIBITION,기타,매년,일본,동경,TOKYO BIG SIGHT,금형 및 부품,"금형 및 표준부품, 다이, 금형가공기계, 표면처리, 도구 및 측정, 소재, CAD/CAM/CAE 등",2019-04-17,2019-04-20,10,380,15,15,15,한국금형공업협동조합,서울 금천구 독산동 287-2번지 금형회관 6층,2019-01-01,2019-04-30
